ms_file,peak_label,value,pred_conc,in_range
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00001_SG1__BlankPre1,Acetoacetate,38769.5625,0.28340334068477113,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00002_SG1__BlankPre2,Acetoacetate,5523.935546875,0.04037966091858102,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00003_SG1__BlankPre3,Acetoacetate,4875.49267578125,0.03563957967801519,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00004_SG1__BlankPre4,Acetoacetate,5282.08544921875,0.03861175018652879,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00005_A12__Std1,Acetoacetate,8921.1689453125,0.0652132476840511,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00006_B12__Std2,Acetoacetate,18860.00390625,0.13786557721302845,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00007_C12__Std3,Acetoacetate,76460.1875,0.558919708389384,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00008_D12__Std4,Acetoacetate,304595.28125,2.226574526423076,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00009_E12__Std5,Acetoacetate,1186027.0,8.669791255507135,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00010_F12__Std6,Acetoacetate,3938700.25,28.79167926658813,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00011_G12__Std7,Acetoacetate,11210256.0,81.9463464497826,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00012_H12__Std8,Acetoacetate,28860870.0,210.97135086497,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00013_SG1__BlankMid5,Acetoacetate,12212.1201171875,0.08926991729799992,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00014_SG1__BlankMid6,Acetoacetate,6250.4482421875,0.04569042822222187,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00015_SG1__BlankMid7,Acetoacetate,4685.927734375,0.034253870523540085,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00016_A01__ATCC_25923,Acetoacetate,16641.666015625,0.12164965089271638,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00017_A02__BI_17_1412,Acetoacetate,13363.9482421875,0.09768971668365643,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00018_A03__BI_17_1417,Acetoacetate,14495.623046875,0.10596219642126568,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00019_A04__BI_17_1419,Acetoacetate,10665.2626953125,0.07796247577290127,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00020_A05__BI_17_1424,Acetoacetate,10024.708984375,0.07328006385330026,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00021_A06__BI_17_1427,Acetoacetate,12111.1201171875,0.08853161292819534,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00022_A07__BI_17_1432,Acetoacetate,14402.4755859375,0.10528129367427205,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00023_A08__BI_17_1440,Acetoacetate,15080.7421875,0.1102393847220551,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00024_A09__BI_17_1442,Acetoacetate,15003.501953125,0.10967476291449285,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00025_A10__BI_17_1446,Acetoacetate,10868.255859375,0.0794463444864438,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00026_A11__MHPool1,Acetoacetate,13194.0849609375,0.09644802556666428,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00027_B01__BI_17_1459,Acetoacetate,15194.8916015625,0.11107381057564908,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00028_B02__BI_17_1463,Acetoacetate,11297.2431640625,0.0825822177700227,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00029_B03__BI_17_1469,Acetoacetate,19837.28515625,0.14500944867246496,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00030_B04__BI_17_1479,Acetoacetate,9759.3388671875,0.07134022308958653,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00031_B05__BI_17_1484,Acetoacetate,12187.90625,0.08909291527864942,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00032_B06__BI_17_1488,Acetoacetate,12452.0087890625,0.09102349011692992,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00033_B07__BI_17_1496,Acetoacetate,12486.669921875,0.09127686106562144,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00034_B08__BI_17_1499,Acetoacetate,13585.3505859375,0.09930815547450407,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00035_B09__BI_17_1503,Acetoacetate,14230.0947265625,0.1040211992015272,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00036_B10__BI_17_1505,Acetoacetate,13420.3798828125,0.09810222883087107,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00037_B11__SAPool1,Acetoacetate,11336.802734375,0.08287139602377828,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00038_C01__BI_17_1512,Acetoacetate,9928.0576171875,0.07257354774694266,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00039_C02__BI_17_1513,Acetoacetate,21299.193359375,0.1556959161439535,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00040_C03__BI_17_1516,Acetoacetate,14182.4833984375,0.10367316304700357,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00041_C04__BI_17_1522,Acetoacetate,11518.5712890625,0.08420011402594511,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00042_C05__BI_17_1531,Acetoacetate,10485.1650390625,0.07664597194516913,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00043_C06__BI_17_1532,Acetoacetate,13868.8115234375,0.10138023912623817,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00044_C07__BI_17_1533,Acetoacetate,14761.2353515625,0.10790380756210369,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00045_C08__BI_17_1543,Acetoacetate,11390.408203125,0.08326324901213017,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00046_C09__BI_17_1550,Acetoacetate,16142.7470703125,0.11800258121447366,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00047_C10__BI_17_1569,Acetoacetate,13341.056640625,0.09752238035231567,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00048_A11__MHPool2,Acetoacetate,8127.59033203125,0.05941223225861536,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00049_D01__BI_17_1577,Acetoacetate,12402.220703125,0.09065954198413913,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00050_D02__BI_17_1579,Acetoacetate,8889.9921875,0.06498534732237474,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00051_D03__BI_17_1580,Acetoacetate,14361.9501953125,0.10498505532787135,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00052_D04__BI_17_1585,Acetoacetate,12375.658203125,0.09046537158985264,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00053_D05__BI_17_1592,Acetoacetate,9150.9443359375,0.06689289298080346,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00054_D06__ATCC_43300,Acetoacetate,12696.1650390625,0.0928082586940596,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00055_D07__BI_17_1596,Acetoacetate,11880.6162109375,0.08684664222283481,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00056_D08__BI_17_1599,Acetoacetate,15704.255859375,0.11479723490599786,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00057_D09__BI_17_1607,Acetoacetate,10367.0595703125,0.07578262755233804,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00058_D10__BI_17_1609,Acetoacetate,17065.357421875,0.12474681145393446,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00059_B11__SAPool2,Acetoacetate,6895.01025390625,0.05040214059709296,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00060_E01__BI_17_1611,Acetoacetate,11076.076171875,0.08096549938597757,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00061_E02__BI_17_1612,Acetoacetate,15084.4208984375,0.11026627589394036,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00062_E03__BI_17_1618,Acetoacetate,12222.7275390625,0.08934745696060058,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00063_E04__BI_17_1620,Acetoacetate,10105.091796875,0.07386765773177482,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00064_E05__BI_17_1633,Acetoacetate,13648.7998046875,0.099771965726621,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00065_E06__BI_17_1634,Acetoacetate,18369.1953125,0.13427779375259996,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00066_E07__BI_17_1647,Acetoacetate,17110.751953125,0.1250786429468762,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00067_E08__BI_17_1653,Acetoacetate,18854.0390625,0.13782197453772332,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00068_E09__BI_17_1666,Acetoacetate,11045.5908203125,0.08074265316544664,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00069_E10__BI_17_1694,Acetoacetate,12892.2294921875,0.09424147891688663,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00070_A11__MHPool3,Acetoacetate,8289.3681640625,0.060594819192538035,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00071_F01__BI_17_1708,Acetoacetate,14257.5908203125,0.10422219411408339,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00072_F02__BI_17_1716,Acetoacetate,11212.5078125,0.08196280707363147,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00073_F03__BI_17_1720,Acetoacetate,12406.779296875,0.09069286505033515,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00074_F04__BI_17_1722,Acetoacetate,15760.01953125,0.11520486423888567,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00075_F05__BI_17_1727,Acetoacetate,9478.560546875,0.0692877492199518,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00076_F06__BI_17_1731,Acetoacetate,12673.6826171875,0.09264391344342482,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00077_F07__BI_17_1737,Acetoacetate,12151.2841796875,0.0888252099861443,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00078_F08__BI_17_1744,Acetoacetate,8499.1689453125,0.06212845120823398,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00079_F09__BI_17_1745,Acetoacetate,14041.5771484375,0.1026431462142532,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00080_F10__BI_17_1749,Acetoacetate,12738.220703125,0.09311568325398405,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00081_B11__SAPool3,Acetoacetate,8405.076171875,0.061440638279561234,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00082_G01__BI_17_1750,Acetoacetate,11564.7236328125,0.0845374850860178,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00083_G02__BI_17_1754,Acetoacetate,9391.66796875,0.0686525693176421,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00084_G03__BI_17_1760,Acetoacetate,11838.6123046875,0.08653959600963448,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00085_G04__BI_17_1764,Acetoacetate,11454.0576171875,0.08372852268082183,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00086_G05__BI_17_1782,Acetoacetate,9100.1416015625,0.06652152782449579,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00087_G06__BI_17_1785,Acetoacetate,9103.8583984375,0.06654869740246097,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00088_G07__BI_17_1795,Acetoacetate,14930.9169921875,0.10914417089625279,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00089_G08__BI_17_1797,Acetoacetate,10432.873046875,0.07626372039726989,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00090_G09__BI_17_1801,Acetoacetate,9738.95703125,0.07119123300505889,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00091_G10__BI_17_1803,Acetoacetate,14178.0517578125,0.10364076800107445,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00092_A11__MHPool4,Acetoacetate,8857.9169921875,0.06475087943265644,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00093_H01__BI_17_1804,Acetoacetate,15580.7177734375,0.11389417838436482,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00094_H02__BI_17_1805,Acetoacetate,9005.966796875,0.06583311525195837,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00095_H03__BI_17_1811,Acetoacetate,8793.806640625,0.06428223633653463,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00096_H04__BI_17_1812,Acetoacetate,16618.51953125,0.1214804513822245,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00097_H05__BI_17_1821,Acetoacetate,14935.3388671875,0.1091764945560076,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00098_H06__BI_17_1828,Acetoacetate,11019.3154296875,0.08055058152468657,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00099_H07__BI_17_1849,Acetoacetate,11140.3564453125,0.08143538460153338,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00100_H08__BI_17_1863,Acetoacetate,10255.486328125,0.074967033371543,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00101_H09__BI_17_1868,Acetoacetate,17925.291015625,0.13103287808767092,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00102_H10__BI_17_1873,Acetoacetate,14554.4765625,0.10639241233972406,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00103_B11__SAPool4,Acetoacetate,11587.693359375,0.08470539250675356,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00104_SG1__BlankPost8,Acetoacetate,6526.97998046875,0.0477118598139318,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00001_SG1__BlankPre1,Acetyl-Threonine,99432.625,0.046276635795980174,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00002_SG1__BlankPre2,Acetyl-Threonine,36725.28125,0.017092201527528727,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00003_SG1__BlankPre3,Acetyl-Threonine,19740.859375,0.00918753336338587,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00004_SG1__BlankPre4,Acetyl-Threonine,3926.03662109375,0.001827204771432277,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00005_A12__Std1,Acetyl-Threonine,94394.765625,0.04393198097581185,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00006_B12__Std2,Acetyl-Threonine,312651.15625,0.1455100243906197,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00007_C12__Std3,Acetyl-Threonine,1082024.0,0.503581501247801,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00008_D12__Std4,Acetyl-Threonine,3273214.0,1.5233765794708074,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00009_E12__Std5,Acetyl-Threonine,17641236.0,8.21035402980596,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00010_F12__Std6,Acetyl-Threonine,60969464.0,28.37561293593653,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00011_G12__Std7,Acetyl-Threonine,207829984.0,96.72552119641213,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00012_H12__Std8,Acetyl-Threonine,534222688.0,248.63095756071553,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00013_SG1__BlankMid5,Acetyl-Threonine,97333.125,0.045299513881984076,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00014_SG1__BlankMid6,Acetyl-Threonine,18076.99609375,0.008413159810633833,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00015_SG1__BlankMid7,Acetyl-Threonine,19029.982421875,0.00885668628119809,0.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00016_A01__ATCC_25923,Acetyl-Threonine,286029.78125,0.1331202511621324,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00017_A02__BI_17_1412,Acetyl-Threonine,705740.0,0.32845630844659934,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00018_A03__BI_17_1417,Acetyl-Threonine,324360.53125,0.15095964902110237,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00019_A04__BI_17_1419,Acetyl-Threonine,649026.4375,0.30206142169282946,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00020_A05__BI_17_1424,Acetyl-Threonine,400064.0,0.1861925703267213,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00021_A06__BI_17_1427,Acetyl-Threonine,679045.625,0.316032560509981,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00022_A07__BI_17_1432,Acetyl-Threonine,417181.96875,0.19415939213606948,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00023_A08__BI_17_1440,Acetyl-Threonine,546601.125,0.2543919683031402,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00024_A09__BI_17_1442,Acetyl-Threonine,390561.84375,0.18177020066628294,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00025_A10__BI_17_1446,Acetyl-Threonine,335093.0625,0.15595464377081592,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00026_A11__MHPool1,Acetyl-Threonine,363651.75,0.1692460557218604,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00027_B01__BI_17_1459,Acetyl-Threonine,662588.5625,0.30837332906975506,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00028_B02__BI_17_1463,Acetyl-Threonine,620366.0,0.2887226545835335,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00029_B03__BI_17_1469,Acetyl-Threonine,743350.75,0.34596061329386313,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00030_B04__BI_17_1479,Acetyl-Threonine,637154.0,0.29653590663981727,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00031_B05__BI_17_1484,Acetyl-Threonine,410199.53125,0.1909097171208951,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00032_B06__BI_17_1488,Acetyl-Threonine,341194.53125,0.15879430979757841,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00033_B07__BI_17_1496,Acetyl-Threonine,481221.5,0.22396383573998252,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00034_B08__BI_17_1499,Acetyl-Threonine,389242.3125,0.1811560816376679,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00035_B09__BI_17_1503,Acetyl-Threonine,730234.5,0.3398562192455412,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00036_B10__BI_17_1505,Acetyl-Threonine,397976.5,0.18522103329625356,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00037_B11__SAPool1,Acetyl-Threonine,448080.96875,0.20854000181483423,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00038_C01__BI_17_1512,Acetyl-Threonine,510910.375,0.23778124482042667,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00039_C02__BI_17_1513,Acetyl-Threonine,580547.875,0.27019102204638795,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00040_C03__BI_17_1516,Acetyl-Threonine,529592.0625,0.24647583222060637,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00041_C04__BI_17_1522,Acetyl-Threonine,302474.4375,0.14077370864725197,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00042_C05__BI_17_1531,Acetyl-Threonine,458626.15625,0.21344780547925327,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00043_C06__BI_17_1532,Acetyl-Threonine,406450.0,0.18916465917777137,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00044_C07__BI_17_1533,Acetyl-Threonine,422069.34375,0.19643401048063552,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00045_C08__BI_17_1543,Acetyl-Threonine,405567.0625,0.18875373391940556,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00046_C09__BI_17_1550,Acetyl-Threonine,770196.1875,0.35845466676948307,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00047_C10__BI_17_1569,Acetyl-Threonine,399347.53125,0.18585912078334532,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00048_A11__MHPool2,Acetyl-Threonine,303544.65625,0.14127179590297712,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00049_D01__BI_17_1577,Acetyl-Threonine,494418.90625,0.23010600047195898,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00050_D02__BI_17_1579,Acetyl-Threonine,451267.9375,0.21002323925462738,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00051_D03__BI_17_1580,Acetyl-Threonine,563794.3125,0.2623937974423137,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00052_D04__BI_17_1585,Acetyl-Threonine,992270.375,0.46180953942446645,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00053_D05__BI_17_1592,Acetyl-Threonine,456458.625,0.21243902134796183,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00054_D06__ATCC_43300,Acetyl-Threonine,598960.6875,0.2787604731500088,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00055_D07__BI_17_1596,Acetyl-Threonine,544567.375,0.2534454468968103,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00056_D08__BI_17_1599,Acetyl-Threonine,661285.5,0.30776687471202363,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00057_D09__BI_17_1607,Acetyl-Threonine,415166.78125,0.19322150984644756,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00058_D10__BI_17_1609,Acetyl-Threonine,767463.4375,0.35718282589762185,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00059_B11__SAPool2,Acetyl-Threonine,326495.625,0.1519533365141061,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00060_E01__BI_17_1611,Acetyl-Threonine,406431.625,0.18915610732486826,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00061_E02__BI_17_1612,Acetyl-Threonine,473980.6875,0.22059391120133653,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00062_E03__BI_17_1618,Acetyl-Threonine,575698.5625,0.2679341182542636,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00063_E04__BI_17_1620,Acetyl-Threonine,401153.15625,0.1866994712267647,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00064_E05__BI_17_1633,Acetyl-Threonine,398520.96875,0.18547443284238901,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00065_E06__BI_17_1634,Acetyl-Threonine,347756.25,0.16184817937800433,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00066_E07__BI_17_1647,Acetyl-Threonine,489688.5,0.2279044364762554,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00067_E08__BI_17_1653,Acetyl-Threonine,390549.6875,0.18176454306291698,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00068_E09__BI_17_1666,Acetyl-Threonine,561114.125,0.2611464195238244,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00069_E10__BI_17_1694,Acetyl-Threonine,621616.1875,0.2893045005482177,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00070_A11__MHPool3,Acetyl-Threonine,543039.5,0.25273436323672627,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00071_F01__BI_17_1708,Acetyl-Threonine,403016.875,0.18756685890580768,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00072_F02__BI_17_1716,Acetyl-Threonine,321951.25,0.1498383527570611,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00073_F03__BI_17_1720,Acetyl-Threonine,493459.46875,0.2296594715810995,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00074_F04__BI_17_1722,Acetyl-Threonine,394356.4375,0.18353623101057334,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00075_F05__BI_17_1727,Acetyl-Threonine,355836.84375,0.16560894395586806,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00076_F06__BI_17_1731,Acetyl-Threonine,503505.5,0.23433496445229035,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00077_F07__BI_17_1737,Acetyl-Threonine,359146.15625,0.16714912102851,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00078_F08__BI_17_1744,Acetyl-Threonine,437138.4375,0.20344727160337311,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00079_F09__BI_17_1745,Acetyl-Threonine,485902.09375,0.2261422166514559,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00080_F10__BI_17_1749,Acetyl-Threonine,435115.03125,0.20250556425029315,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00081_B11__SAPool3,Acetyl-Threonine,506334.75,0.2356517170958593,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00082_G01__BI_17_1750,Acetyl-Threonine,251141.640625,0.11688306766926915,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00083_G02__BI_17_1754,Acetyl-Threonine,421866.6875,0.19633969285125563,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00084_G03__BI_17_1760,Acetyl-Threonine,494452.25,0.23012151888530485,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00085_G04__BI_17_1764,Acetyl-Threonine,467401.46875,0.21753189699909814,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00086_G05__BI_17_1782,Acetyl-Threonine,331916.65625,0.15447632219204507,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00087_G06__BI_17_1785,Acetyl-Threonine,378711.6875,0.17625505546211379,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00088_G07__BI_17_1795,Acetyl-Threonine,551436.5,0.25664238548575025,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00089_G08__BI_17_1797,Acetyl-Threonine,361226.21875,0.1681171965947075,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00090_G09__BI_17_1801,Acetyl-Threonine,429265.25,0.1997830353379526,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00091_G10__BI_17_1803,Acetyl-Threonine,464170.0625,0.2160279780374889,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00092_A11__MHPool4,Acetyl-Threonine,408591.28125,0.1901612263763443,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00093_H01__BI_17_1804,Acetyl-Threonine,393861.5625,0.18330591274089553,1.0
SA017_G0_T0_210824_HILICNeg4S_Col01_RN00094_H02__BI_17_1805,Acetyl-Threonine,339577.40625,0.15804168856625145,1.0
